source,role,uid,url,numero,texte_ref,date,sort,dispositif,expose
Amendement,Cosignataire,AMANR5L17PO59048B0324P1D1N001322,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B0324P1D1N001322,I-CF1322,PRJLANR5L17B0324,2024-10-13,Irrecevable 40,,
Amendement,Cosignataire,AMANR5L17PO59048B0324P1D1N001789,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B0324P1D1N001789,I-CF1789,PRJLANR5L17B0324,2024-10-13,Discuté,I. – Le code général des impôts est ainsi modifié : 1° Le I de l’article 199 terdecies-0 A bis est complété par deux alinéa ainsi rédigés :« 3° Des entreprises d’utilité sociale mentionnées à l’article L. 3332‑17‑1 du code du travail ;« 4° Une société commerciale qui remplit les conditions prévues au 2° du II de l‘article 1er de la loi n° 2014‑856 du 31 juillet 2014 relative à l’économie sociale et solidaire. »2° Le I de l’article 199 terdecies-0 A ter est complété par deux alinéa ainsi rédigés ,"Alors que la situation budgétaire contraint à réduire les moyens de nombreuses structures d’accompagnement, il est important de continuer à soutenir l’innovation sociale et solidaire qui répond à nos besoins économiques, sociaux et environnementaux. Ainsi, pour favoriser l’investissement des particuliers dans les entreprises solidaires d’utilité sociales (ESUS) et les sociétés commerciales de l’économie sociale et solidaire, il est proposé d’élargir à cette catégorie d’entreprises le dispositif de l’IR-JEI."
Amendement,Cosignataire,AMANR5L17PO838901B0324P2D1N003237,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N003237,II-3237,PRJLANR5L17B0324,2024-11-08,En traitement,,"Le présent amendement complète l’amendement gouvernemental qui consiste à déroger à l’article 157 de la loi n° 2002-276 du 27 février 2002 relative à la démocratie de proximité, en portant, exceptionnellement, la période entre deux recensements de la population de cinq ans, comme spécifié dans ladite loi, à six ans pour la collectivité de la Nouvelle-Calédonie.Les événements récents en Nouvelle-Calédonie ont rendu impossible la réalisation du recensement général de la population programmé en 2024 malgré l’engagement des préparatifs de l’opération avant les émeutes. Cette opération de grande ampleur qui nécessite le recrutement de près de 1 000 agents et la mobilisation de l’ensemble de la population est reportée à 2025 et nécessite le rehaussement des crédits du programme 220 « Statistique"
Amendement,Auteur,AMANR5L17PO59048B0324P1D1N001769,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B0324P1D1N001769,I-CF1769,PRJLANR5L17B0324,2024-10-13,Discuté,I. – Les règles relatives à la contribution exceptionnelle sur la puissance de production électrique sont déterminées par les dispositions du livre Ier du code des impositions sur les biens et services et par le présent article.II. – A. – Est soumise à la contribution l’installation de production d’électricité au sens du B qui répond aux conditions cumulatives suivantes :1° Sa puissance de production au sens du C est au moins égale à 260 mégawatts ;2° Elle est située sur le territoire de taxatio,"Le présent amendement a pour objet de faire contribuer les grands producteurs d’électricité au redressement des comptes publics, après plusieurs années au cours desquelles les marges de ces opérateurs ont été dopées par la cherté de l’énergie, le budget de l’Etat prenant à sa charge diverses mesures coûteuses, au cours de cette période, de modération des prix pour les consommateurs finaux.À cette fin, il institue une contribution exceptionnelle sur la puissance de production électrique en service au cours de l’année 2024. Seules sont concernées les installations d’une puissance de production d’au moins 260 mégawatts (MW).La contribution est assise sur la puissance de production au tarif de 34 500 €/mégawatt de puissance.Le niveau de puissance est apprécié à l’échelle de chaque installation"
Amendement,Auteur,AMANR5L17PO838901B0324P1D1N003544,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003544,I-3544,PRJLANR5L17B0324,2024-10-19,Retiré,"I.–À la trente-septième ligne de la dernière colonne du tableau de l’alinéa 5, substituer au nombre :« 205 117 000 »le nombre :« 245 117 000 ».II. – En conséquence, après le même alinéa, insérer l’alinéa suivant :« II bis. – Il est opéré un prélèvement de vingt millions d’euros sur les fonds de roulement du réseau des chambres de commerce et d’industrie. Ce prélèvement est réparti entre les différents établissements du réseau par CCI France et est reversé au budget général","Le projet de loi de finances (PLF) pour 2025 prévoit actuellement une nouvelle réduction des ressources publiques affectées au réseau des Chambres de Commerce et d’Industrie (CCI).L’article 33 prévoit en effet une diminution du plafond de la taxe affectée au réseau des CCI (TCCI) de l’ordre de 40 millions d’euros, passant de 525 millions d’euros à 485 millions d’euros, soit une baisse de l’ordre de 8 % du montant annuel perçu par le réseau.Cette proposition contrevient à la trajectoire financière pluriannuelle définie par le Gouvernement, le Parlement et le réseau des CCI et entérinée dans la loi de finances initiale pour 2024.Cette trajectoire prévoyait en effet un maintien de la ressource fiscale affectée aux CCI à 525 millions d’euros jusqu’en 2027, en contrepartie d’"
Amendement,Cosignataire,AMANR5L17PO838901B0324P1D1N003509,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003509,I-3509,PRJLANR5L17B0324,2024-10-19,Discuté,"I.–À la trente-septième ligne de la dernière colonne du tableau de l’alinéa 5, substituer au nombre :« 205 117 000 »le nombre :« 245 117 000 ».II. – En conséquence, après le même alinéa, insérer l’alinéa suivant :« II bis. – Il est opéré un prélèvement de vingt millions d’euros sur les fonds de roulement du réseau des chambres de commerce et d’industrie. Ce prélèvement est réparti entre les différents établissements du réseau par CCI France et est reversé au budget général","Cet amendement vise à revenir sur la réduction de taxe affectée aux Chambres de Commerce et d'Industrie (TCCI) et à respecter la trajectoire pluriannuelle définie lors du projet de loi de finances pour l’année 2024. Le présent projet de loi de finances pour 2025 propose de réduire de 40 millions d'euros la taxe affectée aux Chambres de Commerce et d'Industrie (TCCI), la faisant passer de 525 à 485 millions d'euros, soit une baisse de 8 %. Cette décision contrevient à l'accord établi en 2024 qui garantissait un maintien de la TCCI à 525 millions jusqu'en 2027, avec un prélèvement de 20 millions d'euros sur le fonds de roulement chaque année. Les CCI, déjà confrontées à une réduction de 60 % de leur financement depuis 2013 et à une baisse d'effectifs significative (de 25 000 à 14 000), risqu"
Amendement,Cosignataire,AMANR5L17PO59048B0324P1D1N001798,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B0324P1D1N001798,I-CF1798,PRJLANR5L17B0324,2024-10-13,Irrecevable 40,,
Amendement,Cosignataire,AMANR5L17PO59048B0324P1D1N001656,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B0324P1D1N001656,I-CF1656,PRJLANR5L17B0324,2024-10-13,Discuté,Compléter l’alinéa 3 par les mots :« jusqu’au 31 décembre 2026. »,Le présent amendement a pour objet d’alerter sur la nécessité de reprendre les négociations avec le monde du bâtiment ainsi que le secteur des travaux publics passée l’urgence de la crise compte tenu du classement de cette dépense fiscale au regard des exigences environnementales.
Amendement,Auteur,AMANR5L17PO838901B0324P2D1N003485,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N003485,II-3485,PRJLANR5L17B0324,2024-11-08,Retiré,,"Cet amendement du groupe Socialistes et apparentés vise à créer 3 postes d’enseignants chercheurs en pédopsychiatrie dans chaque faculté de médecine au niveau licence.Alors que deux à trois millions de jeunes de moins de 19 ans souffrent de troubles psychiques, il n’y a que 2 000 psychiatres exerçant en pédopsychiatrie en France et seulement 550 spécialistes, selon la Cour des comptes.Si la crise sanitaire du Covid a contribué à dégrader la santé mentale au sein de la population en général, la dégradation est plus profonde et plus durable chez les plus jeunes, entre sentiment accru de solitude, plaintes psychologiques et somatiques et symptômes dépressifs. Ainsi, selon l’enquête Escapad de l’OFDT conduite en 2022, 9,5 % jeunes de 17 ans étaient exposés à des symptômes anxio-dépressifs sévè"
Amendement,Auteur,AMANR5L17PO838901B0324P1D1N003547,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003547,I-3547 (Rect),PRJLANR5L17B0324,2024-10-19,Retiré,"Le code général des impôts est ainsi modifié :I. – L’article 1609 tricies est ainsi modifié :A. – À la première phrase du premier alinéa, après les mots : « paris sportifs », sont insérés les mots : « et casinos en ligne » ;B. – À la première occurrence du troisième alinéa, après les mots : « paris sportifs », sont insérés les mots : « et casinos en ligne » ;C. – Le quatrième alinéa est complété par les mots : « et casinos en ligne » ;II. – Après l’article 302 bis ZI, il est ","Selon un récent rapport de l’Autorité nationale des Jeux, plus de 4 millions de Français jouent sur le marché illégal des jeux en ligne. En l’espace de quelques années, le phénomène est devenu incontrôlable, et ce marché illégal a cru de manière exponentielle (multiplié par 8 en 6 ans) pour atteindre un Produit Brut des Jeux (PBJ) de plus de 2 milliards d’euros en 2023.Fait marquant : pour la première fois depuis la création du secteur des jeux en ligne, le marché illégal des casinos en ligne a dépassé, en 2023, le marché légal des jeux en ligne (tous types de jeux confondus : paris sportifs et hippiques en ligne et poker en ligne). Les sites illégaux de casinos en ligne, basés principalement dans des paradis fiscaux situés en dehors de l’UE, ciblent prioritairement"
Amendement,Cosignataire,AMANR5L17PO838901B0324P2D1N003670,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N003670,II-3670,PRJLANR5L17B0324,2024-11-11,En traitement,,"Conformément à la recommandation du rapport pour Soutenir l'investissement dans les start-ups, PME innovantes et PME de croissance, le présent amendement vise à augmenter les crédits du programme 134 et plus particulièrement les moyens alloués aux bourses French Tech à destination des femmes.Alors que seule une start-up du Next 40 est dirigée par une femme, il convient de renforcer drastiquement la féminisation du secteur de l'innovation en France. Cet amendement vise à soutenir un programme d'accompagnement financier pour former 10 000 jeunes filles aux métiers de la tech, lancé par le Gouvernement en 2023.Il ne s’agit pas de pénaliser le programme 305 mais uniquement de respecter les conditions de recevabilité financière. Il conviendra que le Gouvernement lève le gage en cas d’adoption d"
Amendement,Auteur,AMANR5L17PO838901B0324P1D1N003545,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003545,I-3545,PRJLANR5L17B0324,2024-10-19,Discuté,"I. – Le B du I de la section II du chapitre premier du titre premier de la deuxième partie du livre premier du code général des impôts est complété par un article 1382 J ainsi rédigé :« Art. 1382 J. – Les collectivités territoriales et les établissements publics de coopération intercommunale à fiscalité propre peuvent, par délibération prise dans les conditions prévues à l’article 1639 A bis, exonérer totalement, pour la part de taxe foncière sur les propriétés bâties qui leur revient, les immeu","Dans la suite de la loi de programmation de la recherche, cet amendement a pour objet d’ouvrir la possibilité aux collectivités territoriales d’exonérer de taxe foncière sur les propriétés bâties (TFPB) les établissements d’enseignement supérieur d’intérêt général (EESPIG) en tant qu’opérateurs du service public de l’enseignement supérieur et de la recherche (art. L732-1 du Code de l’éducation et art. L112-2 du Code de la recherche).Il permet ainsi d’établir une équité de traitement avec les établissements publics d’enseignement supérieur et de recherche, exonérés de plein droit du paiement de la TFPB au titre de l’article 1382 du Code général des impôts.L’exonération proposée ici s’établit à l’initiative des collectivités territoriales pour les EESPIG, étab"
Amendement,Cosignataire,AMANR5L17PO838901B0324P1D1N003287,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003287,I-3287,PRJLANR5L17B0324,2024-10-19,Discuté,"I. – Au premier alinéa du I de l’article 220 terdecies du code général des impôts, la date : « 31 décembre 2026 » est remplacée par la date : « 31 décembre 2031 ».II. – Le I n’est applicable qu’aux sommes venant en déduction de l’impôt dû.III. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.","Proposition issue du rapport d’information « sur le crédit d’impôt en faveur des entreprises de jeux vidéo » porté par la Commission des Finances dans le cadre du Printemps de l’Evaluation 2024. Le Crédit d’Impôt Jeu Vidéo (CIJV) permet aux entreprises de création de jeux vidéo de déduire de leur impôt une part des dépenses de production d’un jeu. C’est l’un des dispositifs soutenant la création et l’innovation sur notre territoire, dans un contexte international très concurrentiel en la matière.Réformé en 2017, le CIJV montre toute son efficacité vis-à-vis de l’industrie française et internationale : développement des studios et de l’emploi, émergence de studios de taille intermédiaire, développement en France de grands projets internationaux et reconnaissance du savoir-faire français à l"
Amendement,Auteur,AMANR5L17PO838901B0324P2D1N004051,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N004051,II-4051,PRJLANR5L17B0324,2024-11-12,En traitement,"Après l’article L. 135 ZP du livre des procédures fiscales, insérer l’article suivant :Pour le versement des aides publiques dont elles assurent la gestion, certains établissements publics, peuvent, sur demande, vérifier auprès de l’administration fiscale la cohérence entre les coordonnées bancaires communiquées en vue d’un paiement et l’identité du bénéficiaire de ce dernier. La liste des établissements publics concernés est fixée par arrêté.","La fraude à l’identité et documentaire est l’un des principaux supports des fraudes à la rénovation énergétique.Cet amendement permettra à l’Agence nationale de l’habitat et à l’Agence de l’environnement et de la maîtrise de l’énergie (ADEME), qui versent des aides aux particuliers, d’avoir accès au fichier des comptes bancaires auprès de l’administration fiscale, afin d’identifier plus rapidement les schémas frauduleux et diminuer les dépenses de l’État générées par ces actes frauduleux.L’article 34 II 7° g) de la loi organique relative aux lois de finances permet en effet de transférer des données fiscales dès lors que cela limite les charges de l’État. Or, Tracfin a traité pour 400 millions d’euros d’alertes en 2023 sur MaPrimeRénov’, dispositif d’aide à la rén"
Amendement,Cosignataire,AMANR5L17PO59048B0324P1D1N001791,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B0324P1D1N001791,I-CF1791,PRJLANR5L17B0324,2024-10-13,Discuté,"I. – Au début du k) du II de l’article 244 quater B du code général des impôts, l’année : « 2024 » est remplacée par l’année : « 2027 ».II. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",Le CII est une extension du CIR qui permet de financer les prototypes de près de 10 000 PME partout sur le territoire. Il est essentiel de proroger ce dispositif pour la vitalité de notre tissu industriel et entrepreneurial et pour préserver sa capacité d’innovation.
Amendement,Cosignataire,AMANR5L17PO838901B0324P1D1N003693,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003693,I-3693,PRJLANR5L17B0324,2024-10-25,Discuté,"I. – Supprimer la vingt-septième ligne du tableau de l’alinéa 5.II. – En conséquence, rédiger ainsi l’alinéa 9 : « IV. – Il est opéré en 2025 un prélèvement de 50 millions d’euros sur les ressources de l’association mentionnée au deuxième alinéa de l’article L. 5214‑1 du code du travail. Le recouvrement, le contentieux, les garanties et les sanctions relatifs à ce prélèvement sont régis par les règles applicables en matière de taxe sur les salaires. ».","L’article 33 du projet de loi de finance 2025 a pour objet de fixer un plafond annuel à la dotation collectée versée à l’Agefiph au titre des contributions versées par les entreprises dans le cadre de l’obligation d’emploi des personnes handicapées (OETH).L’objectif de ce plafonnement était de sécuriser le reversement au budget général de 50 M€, lesquels viendraient s’ajouter au budget du ministère du travail et de l’emploi (programme 102) pour financer les entreprises adaptées. Ces 50 M€ venant de l’Agefiph étaient prévus les années précédentes dans le budget de l’Etat, mais sous la forme d’un fonds de concours et d’une convention entre l’Etat et l’Agefiph. Cette forme était moins sécurisante pour le financement desentreprises adaptées.Néanmoins, la mise en place d’un plafond, en cas d’év"
Amendement,Cosignataire,AMANR5L17PO59048B0324P2D1N002047,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B0324P2D1N002047,II-CF2047,PRJLANR5L17B0324,2024-10-25,Discuté,,"La pauvreté à Wallis et Futuna est une réalité grandissante qui frappe durement la population. Les particularités du territoire rendent extrêmement difficile pour les familles de sortir de cette situation par leur travail. La crise en Nouvelle-Calédonie, qui dure depuis près d'un an, aggrave encore cette pauvreté, en touchant les entreprises locales, qui perdent leurs fournisseurs, et les familles qui dépendent des expatriés. Cette crise impacte profondément l’économie locale, menaçant de façon durable l’équilibre social.Face à cette situation, les autorités locales, en partenariat avec l'État, ont mis en place plusieurs aides, notamment pour les personnes âgées, les handicapés, l’insertion sociale, ainsi que des aides pour l’enfance et les factures d’eau. Toutefois, malgré ces dispositifs"
Amendement,Auteur,AMANR5L17PO838901B0324P2D1N003731,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N003731,II-3731,PRJLANR5L17B0324,2024-11-12,En traitement,I. – Des biens immobiliers relevant du domaine privé ou du domaine public de l’État peuvent être transférés en pleine propriété à l’établissement public créé en application du premier alinéa du II du présent article. Ces transferts s’effectuent à titre gratuit. Un décret fixe la liste des biens transférés et arrête la date de leur transfert.II. – La société anonyme Agence de gestion de l’immobilier de l’État est transformée en un établissement public national à caractère industriel et commercial,"L’immobilier de l’État est confronté à des défis majeurs. L’État doit contribuer significativement l’effort national de réduction de l’empreinte carbone, mais aussi proposer à ses agents et aux usagers des services publics un environnement de travail et d’accueil amélioré et modernisé. Dans la poursuite de ces objectifs, la rationalisation de l’usage des surfaces immobilières, avec la transformation et la valorisation des surfaces libérées, sont des outils puissants. Le présent article vise à mettre en place une réelle fonction État-propriétaire (foncière interministérielle) à travers la mise en œuvre de loyers instituant la répartition des rôles entre l’État-propriétaire et l’État-locataire. Plus largement, il s’agit de responsabiliser, d’une part, l’État propriétaire sur ses missions de "
Amendement,Auteur,AMANR5L17PO838901B0324P1D1N003546,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003546,I-3546,PRJLANR5L17B0324,2024-10-19,Discuté,"Le 3 de l’article 279‑0 bis du code général des impôts est ainsi modifié :1° Le premier alinéa est ainsi modifié : a) À la première phrase, le mot : « atteste » est remplacé par les mots : « certifie sur le devis ou la facture » ;b) À la dernière phrase, les mots : « cette attestation » sont remplacés par : « ces éléments » ;2° Au deuxième alinéa, les mots : « copie de cette attestation » sont remplacés par les mots : « copie de ce devis » ;3° Au troisième alinéa, les mots : « l’attestation » so","Le bénéfice des taux réduits applicables aux travaux réalisés dans des locaux d’habitation achevés depuis plus de deux ans est conditionné à la réception d’une attestation remplie, datée et signée par le preneur des travaux.L’article 279-0 bis du CGI (TVA à 10 %) indique que « le preneur atteste que ces travaux se rapportent à des locaux d'habitation achevés depuis plus de deux ans et ne répondent pas aux conditions [qui feraient de ce local un immeuble neuf]. Le prestataire est tenu de conserver cette attestation à l'appui de sa comptabilité ». L’article 278-0 bis A du CGI (TVA à 5,5 %) comporte une disposition similaire.Deux attestations, assorties de notices, sont disponibles sur www.impots.gouv.fr ou www.service-public.fr :Le formulaire n° 1300-SD (CERFA n° 13947) à utiliser lorsque le"
Amendement,Cosignataire,AMANR5L17PO838901B0324P2D1N003232,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N003232,II-3232,PRJLANR5L17B0324,2024-11-08,En traitement,"Par dérogation à l’article 157 de la loi n° 2002-276 du 27 février 2002 relative à la démocratie de proximité, la durée de cinq ans mentionnée au premier alinéa du II de l’article, en cours à la date de promulgation de la présente loi, pour le recensement général de la population en Nouvelle- Calédonie, est portée à six ans.","La présente mesure a pour objet de déroger à l’article 157 de la loi n° 2002-276 du 27 février 2002 relative à la démocratie de proximité et porter, à titre exceptionnel, la période entre deux recensements de la population de cinq ans comme indiqué dans ladite loi à six ans pour la collectivité de la Nouvelle-Calédonie. Cette mesure induit un coût financier supplémentaire pour l’Insee, qui est couvert par une hausse des crédits de l’Institut à hauteur de 2 millions d’euros en 2025.L’article 157 de la loi n° 2002-276 prévoit qu’il est procédé, tous les cinq ans, à des recensements généraux de la population en Nouvelle-Calédonie. Le précédent recensement général sur ce territoire ayant eu lieu en 2019, la loi précitée conduisait à organiser un nouveau recensement de la population en 2024. Le"
Amendement,Cosignataire,AMANR5L17PO838901B0324P2D1N001284,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N001284,II-1284,PRJLANR5L17B0324,2024-11-04,A discuter,,"Cet amendement vise à retranscrire la recommandation 13 du rapport « loger les travailleurs des services publics », rédigé dans le cadre de la mission gouvernementale visant à faciliter l’accès au logement des agents publics.En raison du financement assuré par Action Logement, les agents publics ont un accès plus limité à la garantie Visale par rapport aux salariés du secteur privé. Les agents publics de moins de 31 ans peuvent bénéficier de ce dispositif dans les mêmes conditions que les salariés privés pour la location de logements dans le parc privé. Cependant, au-delà de cet âge, seuls les salariés du secteur privé y ont accès, sous certaines conditions : avoir un revenu mensuel inférieur à 1 500 €, ou, en cas de revenus supérieurs, dans le cadre d’une mobilité professionnelle.Notre am"
Amendement,Cosignataire,AMANR5L17PO838901B0324P1D1N003516,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003516,I-3516,PRJLANR5L17B0324,2024-10-19,Discuté,I. – Le I de l’article 199 terdecies-0 A bis du code général des impôts est complété par des 3° et 4° ainsi rédigés :« 3° Des entreprises d’utilité sociale mentionnées à l’article L. 3332‑17‑1 du code du travail ;« 4° Une société commerciale qui remplit les conditions prévues au 2° du II de l’article 1er de la loi n° 2014‑856 du 31 juillet 2014 relative à l’économie sociale et solidaire. »II. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionne,"Alors que la situation budgétaire contraint à réduire les moyens de nombreuses structures d’accompagnement, il est important de continuer à soutenir l’innovation sociale et solidaire qui répond à nos besoins économiques, sociaux et environnementaux. Ainsi, pour favoriser l’investissement des particuliers dans les entreprises solidaires d’utilité sociales (ESUS) et les sociétés commerciales de l’économie sociale et solidaire, il est proposé d’élargir à cette catégorie d’entreprises le dispositif de l’IR-JEI."
Amendement,Cosignataire,AMANR5L17PO838901B0324P2D1N003669,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N003669,II-3669,PRJLANR5L17B0324,2024-11-11,En traitement,,"Conformément à la recommandation du rapport pour Soutenir l'investissement dans les start-ups, PME innovantes et PME de croissance, le présent amendement vise à augmenter les crédits du programme 134 et plus particulièrement les moyens alloués au programme French Tech Tremplin.Lancé en 2019 à l’initiative de la Mission French Tech, le programme French Tech Tremplin permet à des personnes éloignées de l’entrepreneuriat de créer leur start-up grâce à l’accompagnement de structures comme Diversidays ou les Déterminés. Au total près de 500 personnes ont été accompagnées lors de la première phase du programme. L'objectif de cet amendement d'appel est de mettre en avant cette initiative et d'appeler à son développement.Il ne s’agit pas de pénaliser le programme 305 mais uniquement de respecter l"
Amendement,Auteur,AMANR5L17PO838901B0324P1D1N003543,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003543,I-3543,PRJLANR5L17B0324,2024-10-19,Discuté,"I. – Le code général des impôts est ainsi modifié :1° L’article 755 est ainsi modifié :a) Le premier alinéa est ainsi modifié : – la première occurrence du mot : « ou » est supprimée ;– après la référence : « 1649 AA », sont insérés les mots : « , ainsi que les actifs numériques figurant sur un compte d’actifs numériques, au sens de l’article 1649 bis C » ;b) Au second alinéa, après chaque occurrence du mot : « avoirs », sont insérés les mots : « ou des actifs numériques » ;2° Le I de l’article ","Les actifs numériques, par leurs modalités de création et de conservation, peuvent être utilisés dans le cadre de fraudes fiscales ou pour masquer des activités frauduleuses ou criminelles.Le présent amendement a pour objet d’aligner le traitement juridique de la défaillance déclarative en cas de détention d’actifs numériques à l’étranger sur celui applicable aux comptes bancaires et contrats de capitalisation détenus à l’étranger (article 1649 AA du code général des impôts (CGI)), pour lesquels de nombreuses dispositions spéciales sont prévues tant en matière de procédure que de sanctions applicables.Ainsi, il est proposé de rendre applicable la procédure de taxation d’office en cas d’omission de déclaration de la plus-value de cession d’actifs numériques.De même, la procédure prévue à l’"
Amendement,Cosignataire,AMANR5L17PO838901B0324P1D1N003511,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003511,I-3511,PRJLANR5L17B0324,2024-10-19,Discuté,I. – Le II de l’article 209‑0 B du code général des impôts est complété par un alinéa ainsi rédigé :« Les montants applicables prévus aux tableaux ci-dessus sont actualisées au 1er janvier de chaque année dans la même proportion que la limite supérieure de la première tranche du barème de l’impôt sur le revenu et arrondies à l’euro le plus proche. »II. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au c,"Cet amendement vise à indexer à l’inflation la taxe au tonnage à l’inflation. La taxe au tonnage est une mesure de soutien absolument nécessaire à nos armateurs. Pour rappel la France était absente du marché du transport maritime il y a encore 20 ans, elle est aujourd’hui l’un des leaders mondiaux de ce marché. Dans une situation de commerce mondialisé avec un concurrence particulièrement accrue, il est nécessaire que l’État soit au coté de ses fleurons afin de leur permettre de rester compétitif sur la scène internationale. C’est pourquoi il n’est pas envisageable de remettre ne cause ce système d’imposition qui permet à la marine marchande française d’être compétitive au niveau mondial.La flotte française compte aujourd’hui plus de 400 navires, il est nécessaire de les conserver sous pav"
Amendement,Auteur,AMANR5L17PO838901B0324P1D1N003520,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003520,I-3520,PRJLANR5L17B0324,2024-10-19,Discuté,"I. – À l’alinéa 24, substituer à la date :« 10 octobre 2024 »la date :« 1er janvier 2024 ».II. – En conséquence, supprimer l’alinéa 25.III. – En conséquence, supprimer l’alinéa 26.","Le présent amendement d'étendre la taxe sur les réductions de capital des grandes entreprises, qu’elles effectuent en annulant leurs propres actions rachetées, aux opérations réalisées dès le 1er janvier 2024."
Amendement,Cosignataire,AMANR5L17PO838901B0324P1D1N003518,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003518,I-3518,PRJLANR5L17B0324,2024-10-19,Discuté,"I. – Au premier alinéa du k du II de l’article 244 quater B du code général des impôts, l’année : « 2024 » est remplacée par l’année : « 2027 ».II. – La perte de recettes pour l’État est compensée, à due concurrence, par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.III. – Le I n’est applicable qu’aux sommes venant en déduction de l’impôt dû.",Le CII est une extension du CIR qui permet de financer les prototypes de près de 10 000 PME partout sur le territoire. Il est essentiel de proroger ce dispositif pour la vitalité de notre tissu industriel et entrepreneurial et pour préserver sa capacité d’innovation
Amendement,Auteur,AMANR5L17PO59048B0324P1D1N001768,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B0324P1D1N001768,I-CF1768,PRJLANR5L17B0324,2024-10-13,Discuté,"I. – À l’alinéa 24, substituer à la date :« 10 octobre »la date :« 1er janvier ».II. – En conséquence, supprimer les alinéas 25 et 26.","Le présent amendement d'étendre la taxe sur les réductions de capital des grandes entreprises, qu’elles effectuent en annulant leurs propres actions rachetées, aux opérations réalisées dès le 1er janvier 2025."
Amendement,Cosignataire,AMANR5L17PO59048B0324P1D1N001796,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B0324P1D1N001796,I-CF1796,PRJLANR5L17B0324,2024-10-13,Discuté,"I. – À la quatrième ligne de la troisième colonne du tableau de l’alinéa 2, substituer au nombre :« -5,7 »le nombre :« -5,5 ».II. – En conséquence, à la septième ligne de la même colonne du même tableau, substituer au nombre :« -6,1 »le nombre :« -5,9 ».","Le présent amendement a pour objet d’inviter le Gouvernement à prendre toutes les mesures possibles pour agir sur la dépense publique en 2024, comme l’y invite le Haut Conseil aux Finances Publiques.En effet, si l’ensemble des mesures de régulation de fin d’année sont prises à l’occasion du Projet de loi de fin de gestion, le déficit effectif devrait être inférieur à 6% du PIB."
