source,role,uid,url,numero,texte_ref,date,sort,dispositif,expose
Amendement,Cosignataire,AMANR5L17PO59048B0324P1D1N001788,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B0324P1D1N001788,I-CF1788,PRJLANR5L17B0324,2024-10-13,Discuté,"I. – Le premier alinéa de l’article L. 255‑2 du code de la construction et de l’habitation est complété par la phrase :« Les plafonds de ressources du preneur ne peuvent être inférieurs aux plafonds de ressources mentionnés au premier alinéa du III de l’article 199 novovicies du code général des impôts. »II. – Au premier alinéa de l’article 1388 octies du code général des impôts, après les mots : « à concurrence de », est inséré le taux : « 25 %, ».III. – La perte de recettes pour l’État est com","L’accession sociale à la propriété, qui vise à permettre aux ménages aux revenus modestes d’acheter leur résidence principale et de devenir propriétaire à des conditions avantageuses, semble aujourd’hui en panne : le taux de propriétaires occupants, de 57,4 % en 2022, ne progresse plus depuis dix ans, alors qu’environ 80 % des Français sont ou souhaitent devenir propriétaires de leur logement.Ainsi, malgré la difficulté croissante pour les ménages, notamment les plus modestes, d’obtenir des prêts bancaires, la propriété reste un objectif attractif pour de nombreux Français alors que le marché locatif ne peut absorber seul la forte augmentation de la demande.Pour répondre à cette urgence, le bail réel solidaire (BRS) est un dispositif prometteur, sous condition de ressources, qui permet de "
Amendement,Auteur,AMANR5L17PO838901B0324P1D1N003542,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003542,I-3542,PRJLANR5L17B0324,2024-10-19,Discuté,"I. – L’article 151 de la loi n° 2020‑1721 du 29 décembre 2020 de finances pour 2021 est ainsi modifié : 1° Au I, les mots : « ou 2024 » sont remplacés par les mots : « , 2024 ou 2025 » ;2° À la première phrase du 1 du IV, les mots : « ou 2024 » sont remplacés par les mots : « , 2024 ou 2025 ».II. – Le I n’est applicable qu’aux sommes venant en déduction de l’impôt dû.III. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur le","Pour encourager les entreprises agricoles à s’engager dans la certification « Haute Valeur Environnementale » (HVE), la loi de finances 2021 a institué un crédit d’impôt de 2500 € pour celles qui, au cours de l’année 2022, se verront délivrer une certification de 3ème niveau. La loi de finances pour 2023 et pour 2024 ont prorogé cette mesure sur les années 2023 et 2024 respectivement. Ce crédit d’impôt a contribué à la bonne dynamique de conversion à la HVE qu’il conviendrait de continuer à soutenir en prorogeant ce dispositif d’une année supplémentaire."
Amendement,Cosignataire,AMANR5L17PO838901B0324P1D1N003514,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003514,I-3514,PRJLANR5L17B0324,2024-10-19,Retiré,"I. – À la trente-neuvième ligne de la dernière colonne du tableau de l’alinéa 2, substituer au nombre :« 507 000 000 »,le nombre :« 555 000 000 ».II. – En conséquence, supprimer la vingt-septième ligne du tableau de l’alinéa 5.III. – En conséquence, supprimer l’alinéa 9.","Cet amendement prévoit la suppression du plafonnement de la taxe affectée à l’AGEFIPH. Le plafonnement envisagé conduirait à une baisse de ressources de 20 %, menaçant des actions indispensables pour accompagner les travailleurs en situation de handicap. Alors que les Jeux Paralympiques doivent être l’occasion d’accélérer les actions en matière d’inclusion, cette décision va à rebours de cet objectif indispensable. Alors que les demandes des entreprises à l’AGEFIPH sont très dynamiques, elle fragiliserait la capacité à y répondre et contribuerait à démobiliser le secteur économique. Au vu des apports, tant sociaux qu’économiques ou même budgétaires, liés à une meilleure insertion dans l’emploi des personnes en situation de handicap, ce plafonnement doit être supprimé."
Amendement,Cosignataire,AMANR5L17PO59048B0324P2D1N001870,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B0324P2D1N001870,II-CF1870,PRJLANR5L17B0324,2024-10-24,Discuté,,"Les radios associatives locales jouent un rôle essentiel dans le paysage médiatique français, en particulier dans les zones rurales, les quartiers prioritaires et les territoires d’outre-mer. Véritables vecteurs de cohésion sociale, elles animent la vie locale, donnent la parole aux citoyens et aux acteurs du territoire, et contribuent à la diversité culturelle.Ces radios mènent également des actions cruciales d’éducation aux médias et à l’information, de lutte contre la désinformation, et de formation, notamment auprès des jeunes. Elles emploient près de 2850 salariés, dont 270 journalistes professionnels, constituant ainsi le deuxième employeur du secteur radiophonique après le service public.Or, il est prévu une réduction drastique de près de 30 % du Fonds de Soutien à l’Expression Radi"
Amendement,Cosignataire,AMANR5L17PO838901B0324P2D1N003671,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N003671,II-3671,PRJLANR5L17B0324,2024-11-11,En traitement,,"Cet amendement vise à augmenter les crédits du programme 181 « Prévention des risques » afin de permettre à l'ADEME de maintenir sa capacité de financement, dans le cadre du fonds chaleur, en 2025.Alors que le fonds chaleur est le levier le plus efficace dont dispose l’agence pour soutenir les territoires dans leur décarbonation, le projet de loi prévoit de réduire considérablement les crédits accordés à l’ADEME, à hauteur de 35%. Dans cette perspective, l’agence serait contrainte de répercuter une partie de cette baisse, sur son budget dédié au fonds chaleur.&nbsp; Pour rappel 1€ investi dans le fonds chaleur génère 4€ d’investissements locaux, le prix de la tonne de CO2 évitée est de loin le plus faible de tous les fonds publics (seulement 36€) . En cohérence avec nos engagements climati"
Amendement,Cosignataire,AMANR5L17PO838901B0324P2D1N003675,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N003675,II-3675,PRJLANR5L17B0324,2024-11-11,En traitement,,"L’action « Planification écologique », créée dans le cadre du projet de loi de finances pour 2024, regroupe les crédits consacrés à la planification écologique. Elle est dotée de 372,6 M€ en autorisations d’engagement et 296,9 M€ en crédits de paiement, ce qui représente une diminution de 64 % en autorisations d’engagement et 50 % en crédits de paiement par rapport à l’année en cours.La répartition entre les sous-actions inscrite dans le projet annuel de performances n’est pas stabilisée, mais, à ce stade, les crédits de la planification écologique sont répartis en trois grands blocs : haies, agriculture (« Fonds de souveraineté et transition » et soutien à l’agriculture biologique) et forêts (« renouvellement forestier »).Le ministère précise que l’allocation des crédits aux différents di"
Amendement,Cosignataire,AMANR5L17PO838901B0324P1D1N003515,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003515,I-3515,PRJLANR5L17B0324,2024-10-19,Discuté,"I. – À la quatrième ligne de la troisième colonne du tableau de l’alinéa 2, substituer au nombre :« -5,7 »le nombre :« -5,5 ».II. – En conséquence, à la septième ligne de la même colonne du même tableau, substituer au nombre :« -6,1 »le nombre :« -5,9 ».","Le présent amendement rappelle que des marges de manœuvre sont encore existantes cette année pour réduire le déficit public à un niveau inférieur à 6,1% de PIB ainsi que le prévoit le présent article.En effet, le précédent Gouvernement a pris plusieurs décisions qui demandent à être exécutées pour y parvenir, aussi bien dans le présent projet de loi de finances (contribution rétroactive sur les rentes inframarginales, rétroactivité de la taxe sur le rachat d’actions prévue ici à l’article 26), par voie réglementaire (fin du remboursement des tests Covid sans ordonnance par exemple) ou bien dans le projet de loi de fin de gestion (annulation d’au moins 10 milliards d’euros de crédits mis en réserve).Le Groupe Ensemble pour la République rappelle ainsi qu’il n’y a pas de fatalité s’agissant "
Amendement,Cosignataire,AMANR5L17PO838901B0324P2D1N003674,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N003674,II-3674,PRJLANR5L17B0324,2024-11-11,En traitement,,"Cet amendement vise à abonder de 5 millions d’euros les crédits dévolus à FranceAgriMer dans le cadre de sa mission de structuration des filières agricoles.Lancé en septembre 2020 dans le cadre du Plan de relance, le plan de structuration des filières agricoles et agroalimentaires, qui visait à accompagner les agriculteurs souhaitant se structurer en filière, a connu un grand succès. Les aides octroyées portaient sur les dépenses d’ingénierie du projet, les dépenses de personnels, les prestations d’études, de conseils et les prestations informatiques, des investissements à l’aval des filières (matériel de stockage, distribution, transformation, etc.) s’intégrant dans le cadre d’un projet de structuration de filières.Les crédits du plan de relance et, par conséquence, le plan de structurati"
Amendement,Auteur,AMANR5L17PO838901B0324P1D1N003519,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003519,I-3519,PRJLANR5L17B0324,2024-10-19,Discuté,I. – Les règles relatives à la contribution exceptionnelle sur la puissance de production électrique sont déterminées par les dispositions du livre Ier du code des impositions sur les biens et services et par le présent article.II. – A. – Est soumise à la contribution l’installation de production d’électricité au sens du B qui répond aux conditions cumulatives suivantes :1° Sa puissance de production au sens du C est au moins égale à 260 mégawatts ;2° Elle est située sur le territoire de taxatio,"Le présent amendement a pour objet de faire contribuer les grands producteurs d’électricité au redressement des comptes publics, après plusieurs années au cours desquelles les marges de ces opérateurs ont été dopées par la cherté de l’énergie, le budget de l’Etat prenant à sa charge diverses mesures coûteuses, au cours de cette période, de modération des prix pour les consommateurs finaux.À cette fin, il institue une contribution exceptionnelle sur la puissance de production électrique en service au cours de l’année 2024. Seules sont concernées les installations d’une puissance de production d’au moins 260 mégawatts (MW).La contribution est assise sur la puissance de production au tarif de 34 500 €/mégawatt de puissance.Le niveau de puissance est apprécié à l’échelle de chaque installation"
Amendement,Cosignataire,AMANR5L17PO838901B0324P2D1N000126,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N000126,II-126,PRJLANR5L17B0324,2024-10-24,En traitement,,"Les radios associatives locales jouent un rôle essentiel dans le paysage médiatique français, en particulier dans les zones rurales, les quartiers prioritaires et les territoires d’outre-mer. Véritables vecteurs de cohésion sociale, elles animent la vie locale, donnent la parole aux citoyens et aux acteurs du territoire, et contribuent à la diversité culturelle.Ces radios mènent également des actions cruciales d’éducation aux médias et à l’information, de lutte contre la désinformation, et de formation, notamment auprès des jeunes. Elles emploient près de 2850 salariés, dont 270 journalistes professionnels, constituant ainsi le deuxième employeur du secteur radiophonique après le service public.Or, il est prévu une réduction drastique de près de 30 % du Fonds de Soutien à l’Expression Radi"
Amendement,Cosignataire,AMANR5L17PO838901B0324P2D1N003668,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N003668,II-3668,PRJLANR5L17B0324,2024-11-11,En traitement,,"Les radios associatives locales jouent un rôle essentiel dans le paysage médiatique français, en particulier dans les zones rurales, les quartiers prioritaires et les territoires d’outre-mer. Véritables vecteurs de cohésion sociale, elles animent la vie locale, donnent la parole aux citoyens et aux acteurs du territoire, et contribuent à la diversité culturelle.Ces radios mènent également des actions cruciales d’éducation aux médias et à l’information, de lutte contre la désinformation, et de formation, notamment auprès des jeunes. Elles emploient près de 2850 salariés, dont 270 journalistes professionnels, constituant ainsi le deuxième employeur du secteur radiophonique après le service public.Or, il est prévu une réduction drastique de près de 30 % du Fonds de Soutien à l’Expression Radi"
Amendement,Auteur,AMANR5L17PO838901B0324P1D1N003540,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003540,I-3540,PRJLANR5L17B0324,2024-10-19,Discuté,"Le I de la section II du chapitre premier du titre II de la première partie du livre des procédures fiscales est complété par un article L. 16 A bis ainsi rédigé :« Art. L. 16 A bis. – I. – En matière d’impôt sur le revenu, lorsqu’il existe des indices sérieux de nature à remettre en cause la réalité des dépenses ouvrant droit à crédit d’impôt que le contribuable a mentionnées dans la déclaration prévue à l’article 170 du code général des impôts, ou celle des montants de prélèvement à la source ","Le présent article a pour objet de renforcer la lutte contre la fraude aux restitutions d’impôt sur le revenu (crédits d’impôt et remboursements de prélèvement à la source) en créant une procédure simplifiée de contrôle avant émission des rôles. Elle consiste à demander au contribuable des justificatifs relatifs aux éléments déclarés ouvrant droit à restitution d’impôt sur le revenu (dépenses déclarées ouvrant droit à crédit d’impôt ou montant de prélèvement à la source) et, faute de réponse ou de réponse suffisante, à établir l’imposition sans les prendre en compte. Le texte permet au contribuable de demander, par voie de réclamation, après établissement de l’imposition, la prise en compte des dépenses ou des prélèvements concernés."
Amendement,Cosignataire,AMANR5L17PO59048B0324P1D1N001787,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B0324P1D1N001787,I-CF1787,PRJLANR5L17B0324,2024-10-13,Discuté,"I. – Le dernier alinéa de l’article 1518 bis du code général des impôts est supprimé.II. – La perte de recettes pour les collectivités territoriales est compensée à due concurrence par la majoration de la dotation globale de fonctionnement et, corrélativement pour l’État, par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.","Cet amendement vise à désindexer à l’inflation les valeurs locatives foncières et ainsi revenir au dispositif précédant la réforme de 2018.Depuis 2018, la valeur locative cadastrale, qui correspond au loyer annuel théorique dont le propriétaire pourrait tirer du bien s’il était loué, est actualisée et revalorisée automatiquement chaque année au niveau de l’inflation sans vote du parlement. Elle s’applique sur l’ensemble des impôts locaux des ménages et est proche de 20% depuis 2018. L’augmentation automatique de ce taux conjuguée à la possibilité pour les élus locaux d’augmenter le taux d’imposition crée une confusion pour les propriétaires fonciers.Ainsi pour répondre aux demandes du bloc communal souhaitant étendre son autonomie fiscale, cet amendement propose de désindexer à l’inflation"
Amendement,Cosignataire,AMANR5L17PO838901B0324P2D1N003659,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N003659,II-3659,PRJLANR5L17B0324,2024-11-09,En traitement,,"Cet amendement vise à augmenter les effectifs des moyens humains dédiés à la mise en œuvre de la politique interministérielle d’égalité entre les femmes et les hommes. Cette politique repose sur une administration composée d’un service central (le Service des droits des femmes et de l’égalité entre les femmes et les hommes, SDFE) au sein de la Direction générale de la cohésion sociale (DGCS) et d’un réseau déconcentré aux niveaux régional et départemental.Le SDFE et le réseau déconcentré sont inclus dans les effectifs du ministère des affaires sociales, dans le cadre du programme 124 « Conduite et soutien des politiques sanitaires et sociales », piloté par le Secrétariat général des ministères sociaux.L’égalité entre les femmes et les hommes, désignée comme la grande cause des deux quinque"
Amendement,Cosignataire,AMANR5L17PO838901B0324P1D1N003526,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003526,I-3526,PRJLANR5L17B0324,2024-10-19,Discuté,"I. – À la cinquante-deuxième ligne de la dernière colonne du tableau de l’alinéa 2, substituer au montant :« 322 156 800 »,le montant :« 334 720 915 ».II. – En conséquence, à la trente-huitième ligne de la troisième colonne du tableau de l’alinéa 5, substituer au montant :« 322 156 800 »,le montant :« 334 720 915 ».III. – En conséquence, compléter cet article par les deux alinéas suivants :« XV. – Le premier alinéa du I de l’article 1604 du code général des impôts est complété par les mots : « c","Le présent amendement vise à revaloriser annuellement le plafond de la Taxe Additionnelle à la Taxe sur le Foncier Non-Bati (TATFNB, la taxe affectée pour frais de chambres d’agriculture) via son indexation sur l'indice des prix à la consommation (comme la TFNB) et, par conséquent, à relever le montant de taxe affectée aux Chambres d’agriculture pour 2025. La TATFNB étant principalement payée par les agriculteurs, cette mesure n’a pas d’impact budgétaire pour l’Etat.La TATFNB, taxe pour frais de chambres d’agriculture représente 40% des ressources financières du réseau des Chambres d’agriculture. C’est une ressource essentielle pour notre réseau afin de pouvoir mener à bien nos missions de service public.Grâce à la mobilisation des parlementaires, et après 10 ans de stagnation à 292 M€, de"
Amendement,Cosignataire,AMANR5L17PO838901B0324P2D1N003235,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N003235,II-3235,PRJLANR5L17B0324,2024-11-08,En traitement,,"La pauvreté à Wallis et Futuna est une réalité grandissante qui frappe durement la population. Les particularités du territoire rendent extrêmement difficile pour les familles de sortir de cette situation par leur travail. La crise en Nouvelle-Calédonie, qui dure depuis près d'un an, aggrave encore cette pauvreté, en touchant les entreprises locales, qui perdent leurs fournisseurs, et les familles qui dépendent des expatriés. Cette crise impacte profondément l’économie locale, menaçant de façon durable l’équilibre social.Face à cette situation, les autorités locales, en partenariat avec l'État, ont mis en place plusieurs aides, notamment pour les personnes âgées, les handicapés, l’insertion sociale, ainsi que des aides pour l’enfance et les factures d’eau. Toutefois, malgré ces dispositifs"
Amendement,Cosignataire,AMANR5L17PO838901B0324P1D1N003531,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003531,I-3531,PRJLANR5L17B0324,2024-10-19,Discuté,"À la quarante-et-unième ligne de la dernière colonne du tableau à l’alinéa 5, substituer au nombre :« 162 899 000 »le nombre :« 169 649 000 ».","Le présent amendement vise à limiter à 13,25 M€ en 2025 la diminution des ressources affectées au réseau des Chambres de métiers et de l’artisanat, comme ce fut déjà le cas pour l’année 2024.Une diminution progressive du plafond de la taxe pour frais de chambre de métiers et de l’artisanat (TFCMA) est prévue depuis 2023 et jusqu’en 2027 pour un montant global de 60 M€.Après une première baisse de 7 M€ en loi de finances pour 2023, la loi de finances pour 2024 a prévu au terme des travaux parlementaires une baisse d’un montant de 13,25 M€, montant qui résulte des échanges entre CMA France, le Parlement et le Gouvernement et qui s’explique par une volonté de « lissage » des 53 millions de baisse restants pour les lois de finances 2024, 2025, 2026 et 2027. Aussi, le présent projet de loi de f"
Amendement,Cosignataire,AMANR5L17PO838901B0324P1D1N003413,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003413,I-3413,PRJLANR5L17B0324,2024-10-19,Discuté,"Au 6 de l’article 199 sexdecies du code général des impôts, après le mot : « versées », sont insérés les mots : « ainsi que la nature de l’organisme et la personne morale ou physique définie au 1 dont les services rendent le contribuable bénéficiaire du crédit d’impôt ».","Cet amendement, adopté en Commission des Finances, vise à renforcer l’information du Parlement concernant l’utilisation des crédits d’impôt relatifs aux services à la personne (CISAP), dont le coût s’élève à 6,1 milliards d'euros en 2024 pour environ 4,7 millions de foyers. Bien que l’article 18 de la loi de finances pour 2023 impose déjà au contribuable de préciser le type de service à la personne concerné, les données actuellement disponibles ne permettent pas une évaluation complète de l’impact et de l’efficacité de ce dispositif fiscal. Pour compléter ces données, l’amendement propose d’ajouter une nouvelle rubrique dans la déclaration d’impôt, afin de préciser la nature de l’organisme, la personne morale ou physique ayant fait l’objet du crédit d’impôt et ainsi indiquer s’il s’agit d’"
Amendement,Cosignataire,AMANR5L17PO838901B0324P2D1N003680,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N003680,II-3680,PRJLANR5L17B0324,2024-11-11,En traitement,,"La loi du 9 avril visant à l’accélération et à la simplification de la rénovation de l’habitat dégradé et des grandes opérations d’aménagement, adoptée à l’unanimité moins une voix de Monsieur Jean-Victor CASTOR a pour objectif de lutter contre l’habitat indigne en aidant les co-propriétés à investir plus facilement les travaux de rénovation en copropriété grâce à une nouvelle facilité d’emprunt tout en un, et à renforcer le pouvoir des maires en matière de lutte contre l’habitat indigne et à simplifier les procédures judiciaires et administratives relatives aux copropriétés en difficulté.Par ailleurs, le plan Initiative Copropriétés a été élaboré dès 2018 précisément pour apporter un soutien de l’État aux différents acteurs de la lutte contre l’habitat indigne. Piloté par l’ANAH, associe "
Amendement,Cosignataire,AMANR5L17PO838901B0324P1D1N003471,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003471,I-3471,PRJLANR5L17B0324,2024-10-19,Discuté,I. – Le code général des impôts est ainsi modifié :1° L’article 777 est ainsi modifié :a) La première colonne de la dernière ligne du tableau du quatrième alinéa est ainsi rédigée :« Comprise entre 1 805 677 € et 3 611 354 € »b) Le même tableau est complété par une ligne ainsi rédigée :« Au-delà de 3 611 354 € 49 »c) La première colonne de la dernière ligne du tableau du septième alinéa est ainsi rédigée :« Comprise entre 1 805 677 € et 3 611 354 € »d) Le même tableau est complété par une ligne ,"Cet amendement vise à doubler les abattements dont peuvent bénéficier les frères et sœurs, les neveux et nièces et à créer de nouveaux abattements pour les enfants de conjoint et petits-enfants de conjoint, dans le cadre d’une donation. Alors que les donataires en ligne directe bénéficient d’un abattement à hauteur de 100 000 euros, en l’état actuel du droit les donataires en ligne indirecte ne bénéficient que d’un abattement de 15 932€ pour les frères et sœurs et de 7967€ pour les neveux et nièces. Ces différences font l’objet d’une véritable incompréhension de la part des proches du donateur. Concernant les enfants de conjoint et les petits-enfants de conjoint, il n’existe pas à ce stade d’abattements qui leur sont spécifiques, nous proposons donc de créer de nouveaux abattements fixés é"
Amendement,Auteur,AMANR5L17PO838901B0324P1D1N003549,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003549,I-3549,PRJLANR5L17B0324,2024-10-19,Discuté,"Le chapitre IV du titre II de la première partie du livre des procédures fiscales est ainsi modifié :1° L’article L. 169 est ainsi modifié :a) Après le deuxième alinéa, il est inséré un alinéa ainsi rédigé :« Par exception aux dispositions du premier alinéa, le droit de reprise de l’administration s’exerce jusqu’à la fin de la dixième année qui suit celle au titre de laquelle l’imposition est due lorsqu’une personne physique se prévaut d’une fausse domiciliation fiscale à l’étranger. » ;b) À la ","Afin de se soustraire en France à tout ou partie de leurs obligations fiscales, des particuliers se déclarent domiciliés à l’étranger alors qu’en réalité leur domicile fiscal est situé en France. Pour remettre en cause ces fausses domiciliations, l’administration fiscale doit mener des investigations approfondies, longues et complexes afin de caractériser la domiciliation effective en France, avec in fine toutes les rectifications fiscales qui en découlent.Le délai de reprise de droit commun de trois ans n’est pas suffisant pour mener à bien ces recherches et établir les impositions qui en résultent. En effet, actuellement, l’administration ne peut se prévaloir du délai de reprise allongé de dix ans qu’à l’égard des contribuables qui ont omis de déclarer des comptes détenus ou contrats de "
Amendement,Cosignataire,AMANR5L17PO59048B0324P1D1N001790,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B0324P1D1N001790,I-CF1790,PRJLANR5L17B0324,2024-10-13,Discuté,I. – Le code général des impôts est ainsi modifié :1° L’article 199 terdecies-0 A bis est ainsi modifié :a) Le I est complété par un 3° ainsi rédigé :« 3° De parts de fonds communs de placement dans l’innovation mentionnés à l’article L. 214‑30 du code monétaire et financier ou de parts de fonds d’investissement de proximité mentionnés à l’article L. 214‑31 du même code ou d’un organisme similaire d’un autre État membre de l’Union européenne ou d’un État partie à l’accord sur l’Espace économique,"A la suite des recommandations du rapport visant à soutenir l’investissement dans les start-ups et les PME innovantes remis au Gouvernement en juin 2023, le groupe Renaissance a fait adopter dans la loi de finances pour 2024 le dispositif d’IR-JEI Midy, de soutien à l’investissement des particuliers dans les PME innovantes qui œuvrent pour le plein emploi, la transition écologique, la souveraineté et la réindustrialisation. Pour renforcer de dispositif, il est proposé d’ouvrir ce mécanisme aux investissements dans ces jeunes entreprises via des fonds d’investissement."
Amendement,Cosignataire,AMANR5L17PO59048B0324P1D1N001699,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B0324P1D1N001699,I-CF1699,PRJLANR5L17B0324,2024-10-13,Discuté,I. – Le code général des impôts est ainsi modifié :1° L’article 777 est ainsi modifié :a) La dernière ligne du tableau du quatrième alinéa est ainsi rédigée :Comprise entre 1 805 677 € et 3 611 354 €45b) Le même tableau est complété par une ligne ainsi rédigée :Au-delà de 3 611 354 €49c) La dernière ligne du tableau du septième alinéa est ainsi rédigée :Comprise entre 1 805 677 € et 3 611 354 €45d) Le même tableau est complété par une ligne ainsi rédigée :Au-delà de 3 611 354 €492° L’article 779,"Cet amendement vise à doubler les abattements dont peuvent bénéficier les frères et sœurs, les neveux et nièces et à créer de nouveaux abattements pour les enfants de conjoint et petits-enfants de conjoint, dans le cadre d’une donation. Alors que les donataires en ligne directe bénéficient d’un abattement à hauteur de 100 000 euros, en l’état actuel du droit les donataires en ligne indirecte ne bénéficient que d’un abattement de 15 932€ pour les frères et sœurs et de 7967€ pour les neveux et nièces. Ces différences font l’objet d’une véritable incompréhension de la part des proches du donateur. Concernant les enfants de conjoint et les petits-enfants de conjoint, il n’existe pas à ce stade d’abattements qui leur sont spécifiques, nous proposons donc de créer de nouveaux abattements fixés é"
Amendement,Cosignataire,AMANR5L17PO838901B0324P1D1N003513,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P1D1N003513,I-3513,PRJLANR5L17B0324,2024-10-19,Discuté,"I. – Après l’alinéa 41, insérer l’alinéa suivant :« La majoration mentionnée au troisième alinéa de l’article L. 312‑37 du code des impositions sur les biens et services et la définition des tarifs réduits pour l’électricité mentionnés au paragraphe 3 de la sous-section 2 de la section 3 du chapitre II du titre 1er du livre III du même code tiennent compte des recettes prévisionnelles supplémentaires liées à la taxe sur la valeur ajoutée non déductible par le gestionnaire du réseau public de tra","La réforme du mécanisme de capacité proposée à l’article 6 du PLF, si elle est nécessaire au regard du droit européen, pourrait à compter de sa mise en œuvre en novembre 2026 faire supporter à RTE une TVA non déductible de l’ordre de 500 M€/an par rapport à une situation sans réforme. Il est proposé dès à présent de garantir la neutralisation intégrale de cette hausse de TVA, en prévoyant à la date d’entrée en vigueur de cette réforme une baisse à due concurrence de l’accise sur l’électricité."
Amendement,Auteur,AMANR5L17PO838901B0324P2D1N003473,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N003473,II-3473,PRJLANR5L17B0324,2024-11-08,Retiré,,"Par cet amendement, nous proposons de supprimer l’ensemble des subventions attribuées au HCERES, l’objectif sous-jacent étant de supprimer cet organisme, au profit de financements supplémentaires pour la recherche publique.Le Haut Conseil de l’évaluation de la recherche et de l’enseignement supérieur (HCERES) est un outil bureaucratique d’évaluation, qui met en compétition toutes les structures de la recherche et de l’enseignement supérieur entre elles. Cette évaluation normative et idéologique vise à introduire des logiques de gestion néolibérale dans les administrations publiques. Cette logique d’évaluation déstabilise les collectifs et renforce la souffrance au travail. Rappelons que les chercheurs sont déjà en permanence évalués par leurs pairs lors du processus de publication.Les moda"
Amendement,Cosignataire,AMANR5L17PO59048B0324P2D1N001872,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO59048B0324P2D1N001872,II-CF1872,PRJLANR5L17B0324,2024-10-24,Irrecevable,,
Amendement,Cosignataire,AMANR5L17PO838901B0324P2D1N000336,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N000336,II-336,PRJLANR5L17B0324,2024-10-29,En traitement,,"Cet amendement vise à abonder de 5 millions d’euros les crédits dévolus à FranceAgriMer dans le cadre de sa mission de structuration des filières agricoles.Lancé en septembre 2020 dans le cadre du Plan de relance, le plan de structuration des filières agricoles et agroalimentaires, qui visait à accompagner les agriculteurs souhaitant se structurer en filière, a connu un grand succès. Les aides octroyées portaient sur les dépenses d’ingénierie du projet, les dépenses de personnels, les prestations d’études, de conseils et les prestations informatiques, des investissements à l’aval des filières (matériel de stockage, distribution, transformation, etc.) s’intégrant dans le cadre d’un projet de structuration de filières.Les crédits du plan de relance et, par conséquence, le plan de structurati"
Amendement,Auteur,AMANR5L17PO838901B0324P2D1N003482,https://www.assemblee-nationale.fr/dyn/17/amendements/AMANR5L17PO838901B0324P2D1N003482,II-3482,PRJLANR5L17B0324,2024-11-08,Retiré,,"Cet amendement du groupe Socialistes et apparentés vise à élargir le repas à 1 euro à tous les étudiants.Les résultats de la nouvelle édition du baromètre de l'IFOP témoignent d’une situation de précarité alimentaire sévèrement ancrée dans la population étudiante. En 2024, plus d’un tiers des jeunes interrogés déclare sauter souvent ou de temps en temps un repas par manque d’argent (36%, une proportion stable par rapport à 2023). C’est 7 points de plus que la moyenne nationale (29% en 2023) : un écart significatif qui témoigne d’une problématique spécifique au sein de cette population. Ce phénomène concerne tout particulièrement les étudiants qui travaillent en parallèle de leurs études (47%). Bien que les restaurants universitaires offrent une solution potentielle à cette précarité alimen"
